近世経済データベース（2018年3月1日）,,,,,,,,,,,,,,,
和暦,西暦,月日,天気,経済的事象,自然災害・災害など,騒動,金相場最小値,金相場最高値,金相場メモ,銭相場最小値,銭相場最高値,銭相場メモ,米相場,米相場メモ,備考
嘉永6年,1853年,10月29日,天気,,,,65.82,,,9.9,,,81.5,筑前米,
嘉永6年,1853年,10月30日,天気、折々曇,,,,65.74,,,9.9,,,,「休日」,
嘉永6年,1853年,11月1日,,,,,65.79,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,11月2日,,,,,65.76,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,11月3日,天気,,,,65.76,,,9.85,,,81.5,筑前米,
嘉永6年,1853年,11月4日,天気,,,,65.76,,,9.85,,,,筑前米,
嘉永6年,1853年,11月5日,天気、風立,,,,65.98,,,9.85,,,100.3,筑前米,
嘉永6年,1853年,11月6日,天気,,,,65.92,,,9.9,,,94.3,筑前米,
嘉永6年,1853年,11月7日,天気,,,,65.84,,,9.9,,,84.1,筑前米,
嘉永6年,1853年,11月8日,天気,,,,65.94,,,9.9,,,,「休日」,
嘉永6年,1853年,11月9日,雨天,,,,65.99,,,9.9,,,,筑前米,
嘉永6年,1853年,11月10日,天気,,,,66.1,,,9.9,,,,筑前米,
嘉永6年,1853年,11月11日,天気,,,,66.12,,,9.9,,,90.4,筑前米,
嘉永6年,1853年,11月12日,曇,,,,66.17,,,9.9,,,91.4,筑前米,
嘉永6年,1853年,11月13日,天気,,,,66.12,,,9.9,,,99,筑前米,
嘉永6年,1853年,11月14日,天気,,,,66.1,,,9.9,,,105.7,筑前米,
嘉永6年,1853年,11月15日,曇、暮時前より雨,,,,66.13,,,9.85,,,99,筑前米,
嘉永6年,1853年,11月16日,天気,十人両替に仰せつけられた御払銀高2万2000貫目のうち、代り金の二朱金7万両、今朝江戸へ御取下しのため差し立てる,,,66.18,,,9.85,,,,「休日」,
嘉永6年,1853年,11月17日,天気,,,,66.21,,,9.85,,,117,筑前米,
嘉永6年,1853年,11月18日,昨夜中より雨、今朝晴ル、天気,,,,66.23,,,9.8,,,112,筑前米,
嘉永6年,1853年,11月19日,今暁雨、四ツ時頃より晴ル,,,,66.17,,,9.85,,,,「休日」,
嘉永6年,1853年,11月20日,,,,,66.18,,,9.9,,,109.5,筑前米,
嘉永6年,1853年,11月21日,曇、折々小雨之後晴,,,,66.36,,,9.9,,,109.5,筑前米,
嘉永6年,1853年,11月22日,天気、風立,,,,66.45,,,9.9,,,106.5,筑前米,
嘉永6年,1853年,11月23日,天気,,,,66.56,,,9.9,,,107,筑前米,
嘉永6年,1853年,11月24日,天気,,,,66.91,,,9.9,,,107,筑前米,
嘉永6年,1853年,11月25日,天気,,,,67.42,,,9.9,,,107.2,筑前米,
嘉永6年,1853年,11月26日,昨夜中より雨、折々晴ル,,,,67.29,,,9.9,,,105.7,筑前米,
嘉永6年,1853年,11月27日,天気,,,,67.6,,,9.9,,,,「休日」,
嘉永6年,1853年,11月28日,天気,,,,67.4,,,9.9,,,107.5,筑前米,
嘉永6年,1853年,11月29日,天気,,,,67.38,,,9.9,,,105.5,筑前米,
嘉永6年,1853年,12月1日,天気,,,,67.52,,,9.9,,,,「休日」,
嘉永6年,1853年,12月2日,天気,,,,67.38,,,9.9,,,105.5,筑前米,
嘉永6年,1853年,12月3日,天気,,,,67.7,,,9.9,,,105.5,筑前米,
嘉永6年,1853年,12月4日,天気,,,,68,,,9.9,,,103.7,筑前米,
嘉永6年,1853年,12月5日,天気,大坂御金蔵より受け取った御取下し一分銀4万5000両を差し立てる,,,,,,,,,,筑前米,
嘉永6年,1853年,12月6日,天気,,,,69.56,,,10.05,,,103.5,筑前米,
嘉永6年,1853年,12月7日,天気,,,,69.9,,,10.15,,,103.6,筑前米,
嘉永6年,1853年,12月8日,昨夜雨、今朝晴ル,,,,70.11,,,10.4,,,105.7,筑前米,
嘉永6年,1853年,12月9日,曇、折々晴ル,,,,69.55,,,10.55,,,105.5,筑前米,
嘉永6年,1853年,12月10日,天気,,,,67.9,,,10.2,,,103.9,筑前米,
嘉永6年,1853年,12月11日,天気,,,,67.96,,,10.3,,,102.8,筑前米,
嘉永6年,1853年,12月12日,天気,,,,67.5,,,10.25,,,102.7,筑前米,
嘉永6年,1853年,12月13日,昨夜中より雨,,,,67.19,,,10.2,,,,「休日」,
嘉永6年,1853年,12月14日,天気,,,,67.98,,,10.16,,,107.1,筑前米,
嘉永6年,1853年,12月15日,天気、折々曇,,,,67.9,,,10.2,,,103.5,筑前米,
嘉永6年,1853年,12月16日,天気,御払銀代り金の内、一分銀4万5000両、今朝差し立てる／文化度・天保度御用金年賦、今日大坂東町奉行所でお渡しになり、受け取る,,,67.89,,,10.25,,,102.3,筑前米,
嘉永6年,1853年,12月17日,天気,,,,67.68,,,10.25,,,103.6,筑前米,
嘉永6年,1853年,12月18日,天気,,,,67.56,,,10.25,,,102.6,筑前米,
嘉永6年,1853年,12月19日,天気,,,,67.66,,,10.25,,,102.5,筑前米,
嘉永6年,1853年,12月20日,,,,,,,,,,,,筑前米,
嘉永6年,1853年,12月21日,曇、折々晴ル,,,,67.74,,,10.25,,,102,筑前米,
嘉永6年,1853年,12月22日,昨夜中より大風雨、今朝晴ル,,,,67.66,,,10.25,,,102.5,筑前米,
嘉永6年,1853年,12月23日,天気,,,,67.64,,,10.15,,,103,筑前米,
嘉永6年,1853年,12月24日,天気,,,,67.45,,,10.15,,,105.4,筑前米,
嘉永6年,1853年,12月25日,天気,,,,67.3,,,10.1,,,,「休日、但節前ニ付」,
嘉永6年,1853年,12月26日,天気,,,,66.65,,,10.05,,,,,
嘉永6年,1853年,12月27日,雨,,,,65.98,,,10.15,,,,,
嘉永6年,1853年,12月28日,曇、折々雨,,,,66.37,,,10.15,,,,,
嘉永6年,1853年,12月29日,曇,,,,66.16,,,10.15,,,,,
嘉永6年,1853年,12月30日,曇,,,,65.7,,,10.05,10.15,,,,
安政元年,1854年,1月1日,天気,,,,,,,,,,,,※嘉永七年十一月ニ十七日改元
安政元年,1854年,1月2日,昨夜亥ノ刻より雨、暁六ツ時頃より晴ル、天気,,,,,,,,,,,,
安政元年,1854年,1月3日,天気,,,,,,,,,,,,
安政元年,1854年,1月4日,雨,「南鐐一朱銀」（嘉永一朱銀）の新鋳を通知する江戸町触が出る（去年12月付）,,,65.01,,,9.66,,,106.7,筑前米,※四日　大判　27.2両ヨリ28.2両　小玉　無打ヨリ　10逆　有合　50逆　常是　55
安政元年,1854年,1月5日,雨,,,,64.55,,,9.66,,,106.3,筑前米,
安政元年,1854年,1月6日,昨夜中雨、今朝曇、折々晴ル,,,,64.21,,,9.51,,,,,
安政元年,1854年,1月7日,天気,,,,64.55,,,9.51,,,,,
安政元年,1854年,1月8日,天気,,,,64.79,,,9.51,,,,,
安政元年,1854年,1月9日,天気,大坂三郷においても、一朱銀新鋳の触（1月4日条記載のもの）が出る,,,64.73,,,9.55,,,104.8,筑前米,
安政元年,1854年,1月10日,晴天,,,,,,,,,,,,「諸相庭無立會」
安政元年,1854年,1月11日,天気,,,,64.94,,,9.52,,,,「休日」,
安政元年,1854年,1月12日,曇、四ツ時頃より雨,,,,65.64,,,9.57,,,104.8,筑前米,
安政元年,1854年,1月13日,天気,,,,65.85,,,9.66,,,105,筑前米,
安政元年,1854年,1月14日,曇、暮時前より雨,,,,65.76,,,9.56,,,,「休日」,
安政元年,1854年,1月15日,昨夜中雨、今朝晴ル、風立、八ツ半時頃小雨、七ツ時過小雨,,,,,,,,,,,,「諸相庭休日」
安政元年,1854年,1月16日,快晴,,,,,,,,,,,,「諸相庭休日」
安政元年,1854年,1月17日,天気,,,,66.37,,,9.66,,,106.1,筑前米,
安政元年,1854年,1月18日,天気,去年1月5日着の三手（三井・十人組・住友）引替御元保銀300貫目、引替済みにつき、代り文銀300貫目（両組120貫目ずつ、住友60貫目）、今朝江戸へ差し立てる,,,67,,,9.65,,,107.2,筑前米,
安政元年,1854年,1月19日,天気、八ツ時頃より雨,,,,66.49,,,9.63,,,107.9,筑前米,
安政元年,1854年,1月20日,,,,,66.81,,,9.65,,,,「休日」,
安政元年,1854年,1月21日,,,,,67.09,,,9.64,,,106.7,筑前米,
安政元年,1854年,1月22日,天気,,,,68.01,,,9.65,,,106.5,筑前米,
安政元年,1854年,1月23日,天気,,,,67.47,,,9.65,,,105.5,筑前米,
安政元年,1854年,1月24日,雨天、春寒強,,,,67.3,,,9.65,,,106.8,筑前米,
安政元年,1854年,1月25日,雨天、八ツ時頃より晴ル、風立,,,,,,,,,,,,
安政元年,1854年,1月26日,快晴、春寒強,,,,66.57,,,9.65,,,106.8,筑前米,
安政元年,1854年,1月27日,天気、昼時頃雪,,,,65.56,,,9.65,,,106.7,筑前米,
安政元年,1854年,1月28日,天気,,,,65.11,,,9.61,,,,「休日」,
安政元年,1854年,1月29日,天気,,,,65.59,,,9.62,,,105.8,筑前米,
安政元年,1854年,2月1日,天気、昼後より曇,,,,66.01,,,9.59,,,,「休日」,
安政元年,1854年,2月2日,雨,,,,65.95,,,9.6,,,105.6,筑前米,
安政元年,1854年,2月3日,天気,,,,65.79,,,9.55,,,105.2,筑前米,
安政元年,1854年,2月4日,曇天,,,,66.15,,,9.58,,,105.6,筑前米,
安政元年,1854年,2月5日,,,,,67.08,,,9.59,,,105.2,筑前米,
安政元年,1854年,2月6日,曇天,,,,67.34,,,9.63,,,104.4,筑前米,
安政元年,1854年,2月7日,昨夜より雨、折々止,,,,67.81,,,9.75,,,104.4,筑前米,
安政元年,1854年,2月8日,昨夜より雨,,,,67.41,,,9.74,,,103.2,筑前米,
安政元年,1854年,2月9日,天気,,,,67.2,,,9.64,,,101.2,筑前米,
安政元年,1854年,2月10日,天気,,,,66.5,,,9.64,,,103.2,筑前米,
安政元年,1854年,2月11日,曇天,,,,66.74,,,9.65,,,103.2,筑前米,
安政元年,1854年,2月12日,天気,,,,67.15,,,9.67,,,103.2,筑前米,
安政元年,1854年,2月13日,天気,,,,66.88,,,9.67,,,98,筑前米,
安政元年,1854年,2月14日,天気,,,,66.93,,,9.68,,,95.5,筑前米,
安政元年,1854年,2月15日,,,,,66.78,,,9.67,,,,「休日」,
安政元年,1854年,2月16日,天気,,,,66.88,,,9.72,,,,「休日」,
安政元年,1854年,2月17日,曇,,,,66.59,,,9.73,,,97,筑前米,
安政元年,1854年,2月18日,昨夜より雨,,,,66.53,,,9.73,,,97.9,筑前米,
安政元年,1854年,2月19日,天気,,,,66.52,,,9.72,,,96.8,筑前米,
安政元年,1854年,2月20日,,,,,,,,,,,,,
安政元年,1854年,2月21日,天気,嘉永3年10月5日着の鴻池屋善右衛門外十四人分引替御元新金1万両のうち、引替済みの代り古金6000両は、既に二回に分けて差立てたところ、今日残る古金4000両も差立てる／嘉永5年12月6日着の鴻池屋善右衛門外十四人分引替御元新銀300貫目のうち、引替済みの代り古銀130貫目は、嘉永6年3月2日に差し立てたところ、今回その残り古銀170貫目も皆引替済みとなり、今朝差し立てる,,,66,,,9.75,,,96.6,筑前米,
安政元年,1854年,2月22日,天気,,,,65.32,,,9.75,,,,,
安政元年,1854年,2月23日,曇天,,,,65.5,,,9.73,,,,「休日」,
安政元年,1854年,2月24日,天気,,,,65.52,,,9.72,,,94.1,筑前米,
安政元年,1854年,2月25日,天気,,,,,,,,,,,,
安政元年,1854年,2月26日,曇、折々晴ル、八ツ時過より雨、七ツ時頃止,,,,65.76,,,9.75,,,94.2,筑前米,
安政元年,1854年,2月27日,天気,,,,66.01,,,9.75,,,,「休日、但節前ニ付昨日限」,
安政元年,1854年,2月28日,天気,,,,65.93,,,9.75,,,,,
安政元年,1854年,2月29日,天気,,,,65.75,,,9.75,,,,,
安政元年,1854年,2月30日,天気,,,,66.06,,,9.77,,,,,
安政元年,1854年,3月1日,曇,,,,66.17,,,9.77,,,,,
安政元年,1854年,3月2日,晴天,,,,66.24,,,9.75,,,,,
安政元年,1854年,3月3日,晴天,,,,,,,,,,,,「諸相庭無立會」
安政元年,1854年,3月4日,天気,,,,65.61,,,9.56,,,,,
安政元年,1854年,3月5日,天気,,,,65.9,,,9.6,,,96.2,筑前米,
安政元年,1854年,3月6日,曇、風立,,,,65.83,,,9.63,,,94.4,筑前米,
安政元年,1854年,3月7日,天気,,,,65.83,,,9.55,,,94.7,筑前米,
安政元年,1854年,3月8日,雨,,,,65.83,,,9.55,,,94.7,筑前米,
安政元年,1854年,3月9日,天気、初夜過より雨,,,,65.83,,,9.66,,,94.1,筑前米,
安政元年,1854年,3月10日,雨,2月21日江戸発の三手引替御元保銀600貫目、今日到着。両組へ275貫目ずつ、住友へ50貫目を割り渡す,,,65.85,,,9.65,,,94.9,筑前米,
安政元年,1854年,3月11日,天気,（上記と同記事あり、重複か）,,,65.92,,,9.65,,,94.5,筑前米,
安政元年,1854年,3月12日,天気,,,,66.05,,,9.65,,,94.8,筑前米,
安政元年,1854年,3月13日,天気,,,,66.7,,,9.65,,,,筑前米,
安政元年,1854年,3月14日,雨,,,,66.21,,,9.66,,,96.2,筑前米,
安政元年,1854年,3月15日,天気、風立,,,,66.33,,,9.7,,,96.2,筑前米,
安政元年,1854年,3月16日,晴天,両組引替代り文銀350貫目、今朝江戸へ差し立てる,,,66.19,,,9.67,,,,「休日」,
安政元年,1854年,3月17日,晴天,,,,65.92,,,9.66,,,95.8,筑前米,
安政元年,1854年,3月18日,曇、昼後より雨,,,,65.84,,,9.65,,,95.6,筑前米,
安政元年,1854年,3月19日,天気,,,,65.88,,,9.66,,,95.1,筑前米,
安政元年,1854年,3月20日,曇,,,,65.98,,,9.65,,,95.8,筑前米,
安政元年,1854年,3月21日,天気,,,,65.95,,,9.66,,,95.8,筑前米,
安政元年,1854年,3月22日,天気、昼後曇、七ツ時前、小雨,,,,65.98,,,9.66,,,95.6,筑前米,
安政元年,1854年,3月23日,雨、八ツ時頃晴ル,,,,65.98,,,9.66,,,95.6,筑前米,
安政元年,1854年,3月24日,天気,,,,66.09,,,9.65,,,96,筑前米,
安政元年,1854年,3月25日,天気,,,,66.09,,,9.66,,,96.1,筑前米,
安政元年,1854年,3月26日,曇、四ツ時半より白雨、雷鳴、昼半頃より晴ル、七ツ時より雨,,,,66.16,,,9.65,,,95.4,筑前米,
安政元年,1854年,3月27日,曇、折々雨,,,,66.13,,,9.65,,,94.5,筑前米,
安政元年,1854年,3月28日,曇、折々晴ル,,,,66.03,,,9.66,,,94.2,筑前米,
安政元年,1854年,3月29日,天気,,,,66.05,,,9.67,,,93.3,筑前米,
安政元年,1854年,4月1日,天気,,,,66.11,,,9.67,,,94.3,筑前米,
安政元年,1854年,4月2日,天気,,,,66.24,,,9.67,,,93.7,筑前米,
安政元年,1854年,4月3日,曇,,,,66.19,,,9.66,,,92.6,筑前米,
安政元年,1854年,4月4日,天気,,,,66.33,,,9.67,,,93.6,筑前米,
安政元年,1854年,4月5日,曇、四ツ時より晴ル,,,,66.34,,,9.67,,,93.6,筑前米,
安政元年,1854年,4月6日,天気,2月17日江戸発の十五人分引替御元新金5000両・同新銀300貫目、今朝5つ時過到着につき、それぞれへ割り渡す,,,66.38,,,9.67,,,93.6,筑前米,
安政元年,1854年,4月7日,曇、五ツ時過より雨,,6日午刻、京都の御所御築地内より出火。禁中炎上。西の方へ燃え広がって大火となり、未だ鎮火せずとの情報（京店より）,,66.76,,,9.75,,,94.3,筑前米,
安政元年,1854年,4月8日,天気,,,,67.02,,,9.8,,,,「休日」,
安政元年,1854年,4月9日,天気,3月20日江戸発の十五人分引替御元新銀300貫目、今朝十人組へ到着。それぞれへ割り渡す,,,66.96,,,9.8,,,93.4,筑前米,
安政元年,1854年,4月10日,天気,,,,66.67,,,9.81,,,93.3,筑前米,
安政元年,1854年,4月11日,天気,,,,66.83,,,9.8,,,,筑前米,
安政元年,1854年,4月12日,天気,,,,66.8,,,9.8,,,92.7,筑前米,
安政元年,1854年,4月13日,曇、四ツ時前より小雨、折々止,,,,66.85,,,9.8,,,93.3,筑前米,
安政元年,1854年,4月14日,昨夜中より雨、昼後晴ル,,,,66.97,,,9.79,,,92.5,筑前米,
安政元年,1854年,4月15日,天気,,,,67.05,,,9.81,,,93.3,筑前米,
安政元年,1854年,4月16日,曇、折々雨,,,,67.08,,,9.85,,,,「休日」,
安政元年,1854年,4月17日,天気,,,,67.19,,,9.81,,,,「休日」,
安政元年,1854年,4月18日,天気,,,,67.22,,,9.82,,,93.2,筑前米,
安政元年,1854年,4月19日,天気,,,,67.28,,,9.82,,,,筑前米,
安政元年,1854年,4月20日,天気,,,,67.52,,,9.83,,,94.3,筑前米,
安政元年,1854年,4月21日,天気,,,,67.99,,,9.83,,,93.9,筑前米,
安政元年,1854年,4月22日,天気,,,,67.92,,,9.83,,,94.6,筑前米,
安政元年,1854年,4月23日,曇、五ツ時頃より雨、八ツ時過晴ル,,,,67.86,,,9.9,,,94.3,筑前米,
安政元年,1854年,4月24日,天気,,,,67.8,,,9.9,,,95,筑前米,
安政元年,1854年,4月25日,雨,,,,67.63,,,9.86,,,94.9,筑前米,
安政元年,1854年,4月26日,雨,,,,67.28,,,9.87,,,94.6,筑前米,
安政元年,1854年,4月27日,曇、七ツ時頃より雨,,,,67.32,,,9.86,,,93.6,筑前米,
安政元年,1854年,4月28日,夜中より雨、昼前より晴ル,,,,67.82,,,9.87,,,93.5,筑前米,
安政元年,1854年,4月29日,天気,,,,67.99,,,9.87,,,,「昨日限」,
安政元年,1854年,4月30日,,,,,68.04,,,9.9,,,,,
安政元年,1854年,5月1日,雨、七ツ時頃より止／今暁明六ツ時二分日帯そく（日帯蝕）,,,,68.02,,,9.9,,,,,
安政元年,1854年,5月2日,天気,,,,67.77,,,9.9,,,,「休日」,
安政元年,1854年,5月3日,天気,,,,67.84,,,9.9,,,,,
安政元年,1854年,5月4日,天気、今初夜時頃小雨,,,,67.9,,,9.9,,,,,
安政元年,1854年,5月5日,天気,,,,,,,,,,,,「諸相庭休日」
安政元年,1854年,5月6日,天気,備中代官佐々井半十郎の御為替金、今日鈴木町代官増田作右衛門役所においてお渡しになり、受け取る,,,68.36,,,9.81,,,,,
安政元年,1854年,5月7日,天気,,,,68.71,,,9.82,,,,筑前米,
安政元年,1854年,5月8日,曇、折々小雨,,,,68.2,,,9.9,,,96.3,筑前米,
安政元年,1854年,5月9日,曇天,,,,68.25,,,9.88,,,,筑前米,
安政元年,1854年,5月10日,曇、折々小雨,,,,68.46,,,9.92,,,87.8,筑前米,
安政元年,1854年,5月11日,曇,,,,68.46,,,9.9,,,96.3,筑前米,
安政元年,1854年,5月12日,天気,十五人分引替代り文銀300貫目、例の通り御伝馬幷人足方へ渡す,,,68.43,,,9.91,,,99.1,加賀米,
安政元年,1854年,5月13日,天気,,,,68.35,,,9.9,,,99.1,加賀米,
安政元年,1854年,5月14日,天気,,,,68.31,,,9.9,,,98,加賀米,
安政元年,1854年,5月15日,曇,,,,68.4,,,9.9,,,99,加賀米,
安政元年,1854年,5月16日,曇、折々晴ル,京都二条御城内御除料溜金3万9637両1分2朱・銀345匁8分2厘2毛、上納相済む,,,68.31,,,9.9,,,,「休日」,
安政元年,1854年,5月17日,天気,,,,68.36,,,9.9,,,96.5,加賀米,
安政元年,1854年,5月18日,天気,,,,68.28,,,9.9,,,96,加賀米,
安政元年,1854年,5月19日,天気,,,,68.1,,,9.9,,,95.7,加賀米,
安政元年,1854年,5月20日,天気、昼後折々曇,,,,67.65,,,9.9,,,96.1,加賀米,
安政元年,1854年,5月21日,曇、折々小雨,寺西様御為替金、今日増田様御役所においてお渡しになる,,,67.69,,,9.84,,,96.4,加賀米,
安政元年,1854年,5月22日,朝之内曇、四ツ時頃より晴ル,,,,67.54,,,9.84,,,,「休日」,
安政元年,1854年,5月23日,天気、折々曇,白石忠太夫様御為替金銀、今日増田様御役所において受け取る,,,67.29,,,9.81,,,95.8,加賀米,
安政元年,1854年,5月24日,雨,,,,67.5,,,9.82,,,96.8,加賀米,
安政元年,1854年,5月25日,天気,,,,67.48,,,9.82,,,,「休日」,
安政元年,1854年,5月26日,天気,大坂西町奉行石谷因幡守（穆清）、普請奉行に転任との情報（江戸屋より）,,,67.43,,,9.82,,,96.7,加賀米,
安政元年,1854年,5月27日,朝之内少々曇、其後晴ル,,,,67.43,,,9.82,,,96.8,加賀米,
安政元年,1854年,5月28日,曇、折々小雨,,,,67.49,,,9.82,,,,「休日」,
安政元年,1854年,5月29日,,,,,67.42,,,9.81,,,96.5,加賀米,
安政元年,1854年,6月1日,,大坂西町奉行に、堺町奉行川村対馬守（修就）が任じられたとの町触あり,,,67.37,,,9.82,,,,「休日」,
安政元年,1854年,6月2日,雨、四ツ半頃より晴ル,,,,67.42,,,9.82,,,96.3,加賀米,
安政元年,1854年,6月3日,天気,,,,67.45,,,9.86,,,93.8,加賀米,
安政元年,1854年,6月4日,天気,,,,,,,,,,,,
安政元年,1854年,6月5日,天気,,,,67.8,,,9.86,,,97.1,加賀米,
安政元年,1854年,6月6日,朝之内雨、其後晴ル,,,,67.84,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月7日,曇、折々小雨,,,,67.84,,,9.86,,,,「休日」,
安政元年,1854年,6月8日,朝之内曇、四ツ時過より雨、八ツ時より晴ル,,,,67.79,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月9日,天気、昼後より雨,,,,67.8,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月10日,雨,,,,67.79,,,9.86,,,96.9,加賀米,
安政元年,1854年,6月11日,天気、折々曇,,,,67.79,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月12日,天気、折々曇,,,,67.75,,,9.86,,,96.8,加賀米,
安政元年,1854年,6月13日,天気、五ツ半時頃より雨、昼前止、追々快晴,,昼時地震強、八ツ時頃地震強,,67.69,,,9.86,,,,加賀米,
安政元年,1854年,6月14日,天気,新任の大坂西町奉行川村対馬守、堺より到着,,,67.59,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月15日,天気,,今暁8つ時前、地震が殊の外激しく、何度も揺れる。特に朝6つ半時頃より辰刻までは、凡そ20回ほども揺れる。そのため町々では、今暁より往来に畳を敷き、また浜手では船に乗るものもあった。所により破損も多く生じ、大坂では誠に稀なる大地震であった。そのあと申刻頃まで折々数多地震あり,,67.82,,,9.86,,,96.4,加賀米,
安政元年,1854年,6月16日,天気、折々曇勝,,昨夜より折々地震,,67.72,,,9.9,,,,「休日」,
安政元年,1854年,6月17日,天気、折々小雨,,昨夜中より折々地震,,67.76,,,9.9,,,,「休日」,
安政元年,1854年,6月18日,今暁卯ノ刻頃雨、無程止、曇、其後折々小雨,,昨夜中より折々地震,,67.75,,,9.9,,,97.1,加賀米,
安政元年,1854年,6月19日,天気,,折々地震,,67.76,,,9.9,,,98,加賀米,
安政元年,1854年,6月20日,曇、折々雨,,昨夜中より三四ケ度地震,,67.81,,,9.89,,,98.7,加賀米,
安政元年,1854年,6月21日,昨夜中夕立、折（ママ）雷鳴、今暁晴ル、五ツ時曇折々,,初夜前地震烈敷、丑刻少々揺リ,,67.79,,,9.89,,,98.7,加賀米,
安政元年,1854年,6月22日,曇、折々小雨、申刻過より強雨、暮時より雷鳴、初夜前ニ止、其後小雨,,,,,,,,,,,「休日」,「座摩神事ニ付立會休」
